Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings
Abercrombie & Fitch,ANF,Retail (Special Lines),5600,NYS,$34.85,4050059,87.6,"$3,102.30",100,"$3,202.30","$2,680.20",$522.10,"$3,540.30","$3,024.00",11.39,57.77,$1.33,26.20,NA,1.68,0.88,4.03,3.01,1.88,1.65,0.76,0.89,18.00%,-8.50%,1.00%,-7.18%,1.42,1.1,0.43,0.467,$125.84,37.69%,94.50%,31.34%,14.75%,28.20%,7.69%,18.78%,1423.5,"$1,845.60","$2,848.20",$112.90,-$16.46,$272.30,$664.70,$401.47,$890.00,$275.64,39.60%,3.19%,16.30%,14.75%,18.33%,$367.60,$225.30,"$1,922.30","$3,024.00",$53.70,$257.32,0.00%,49.11%,3.22%,3.12%,5.14%,8.29%,0.50%,NA
Aberdeen Asia-Pac. Fd.,FAX,Investment Co.,6730,AMS,$6.22,879139,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.85,0.29,0.2326,NA,58.47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,8.49%
Aberdeen Australia Fd.,IAF,Investment Co.(Foreign),6730,AMS,$12.17,69196,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,1.3,0.43,0.4164,NA,49.95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,3.28%
Abigail Adams Natl Bncrp,AANB,Bank,6000,NDQ,$2.92,4839,3.5,$10.10,15.1,$25.20,$9.60,$15.60,NA,NA,3.26,NA,NA,NA,NA,0.32,NA,0.77,0.77,0.31,0.54,NA,NA,2.00%,NA,NA,NA,NA,0.65,0.69,NA,NA,NA,0.00%,NA,9.87%,29.78%,NA,NA,30.9,$31.40,$445.90,$0.00,NA,$3.10,$12.50,$9.20,$12.50,NA,26.38%,NA,61.90%,NA,3.50%,$0.00,$0.00,$12.70,NA,-$7.50,$0.00,0.02%,0.00%,149.50%,59.92%,32.47%,0.00%,NA,NA
Abington Bancorp Inc,ABBC,Thrift,6120,NDQ,$6.89,75246,0,$134.50,0,$134.50,$134.50,$0.00,NA,NA,NA,448.33,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,12.00%,NA,NA,0.31,0.65,0.23,0.3569,NA,29.14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,0.00%,NA,NA,$0.00,$0.00,$0.00,NA,$0.30,$0.00,NA,NA,0.00%,0.00%,NA,0.00%,NA,53.69%
ABIOMED Inc.,ABMD,Medical Supplies,8060,NDQ,$8.73,305267,36.2,$330.90,0,$330.90,$273.70,$57.20,$73.20,$76.70,NA,NA,NA,NA,NA,2.85,4.52,NA,NA,4.65,2.85,3.74,3.57,NA,22.30%,NA,12.40%,0.88,1.15,0.56,0.6045,-$0.54,30.44%,NA,NA,-27.24%,-41.67%,-43.17%,-33.47%,58.8,$116.00,$136.00,$13.70,$0.66,-$31.60,-$24.50,-$24.50,-$19.50,-$23.96,0.00%,18.72%,17.29%,78.14%,42.06%,$3.80,$5.00,$55.40,$76.70,-$31.70,$0.00,26.25%,5.74%,0.00%,0.00%,0.00%,0.00%,NA,60.00%
AbitibiBowater Inc,ABWTQ,Paper/Forest Products,2600,NDQ,$0.11,0,57.6,$5.80,5970,"$5,975.80","$5,783.80",$192.00,"$6,771.00","$6,645.00",NA,NA,NA,NA,NA,NA,0.00,10.75,4.58,1.09,1.09,0.85,0.87,NA,NA,NA,74.30%,NA,NA,0.85,NA,-$561.31,NA,NA,-104.33%,NA,10.15%,-29.21%,7.95%,5302,-$476.00,"$8,072.00","$1,145.00",-$21.31,"-$1,978.00",$538.00,$538.00,"$1,264.00","$1,099.31",0.00%,16.91%,3.21%,2.84%,2.38%,$186.00,$726.00,"$1,089.00","$6,645.00",-$882.20,$0.00,4.19%,55.83%,102931.03%,99.90%,NA,0.00%,NA,2.16%
Able Energy Inc,ABLE,Retail Store,5300,NDQ,$0.18,12595,15,$1.50,11.3,$12.80,$9.80,$3.00,$276.40,$74.60,NA,NA,NA,NA,NA,0.23,0.01,NA,NA,0.67,0.72,0.04,0.13,NA,NA,NA,194.94%,1.58,1.05,0.81,0.7614,$4.46,22.06%,NA,NA,-200.00%,-53.40%,-4.63%,-2.84%,14.7,$6.40,$34.70,-$8.30,$6.06,-$12.80,-$7.85,-$7.85,-$5.95,-$12.31,0.00%,-3.00%,23.44%,1.09%,8.65%,$0.30,$1.90,$25.40,$74.60,-$6.60,$0.00,46.97%,18.44%,753.33%,88.28%,63.84%,0.00%,NA,NA
Ableauctions.com Inc,AAC,Internet,7370,AMS,$0.73,27773,5.1,$4.90,0,$4.90,$3.30,$1.60,$4.90,NA,NA,NA,NA,NA,NA,0.35,1.00,NA,NA,0.27,0.35,0.67,NA,NA,NA,NA,-20.07%,NA,1.2,0.90,1.256,NA,15.29%,NA,NA,-5.00%,-5.42%,-14.29%,-13.71%,12.4,$14.00,$14.40,$2.60,NA,-$0.70,-$0.67,-$0.67,-$0.47,NA,0.00%,53.06%,32.65%,32.65%,11.11%,$1.90,$0.20,$2.60,NA,NA,$0.00,2.78%,21.53%,0.00%,0.00%,0.00%,0.00%,NA,1.22%
ABM Industries Inc.,ABM,Industrial Services,7300,NYS,$20.66,261594,51,"$1,081.30",230,"$1,311.30","$1,310.60",$0.70,"$3,623.60","$3,481.80",19.21,18.33,$1.50,13.77,1.42,1.68,0.30,9.99,8.23,1.50,1.50,0.36,0.38,3.50%,13.50%,5.50%,21.86%,1.29,0.85,0.33,0.4323,-$4.69,31.46%,32.71%,-5.59%,8.74%,9.62%,1.55%,3.62%,873.4,$644.10,"$1,549.90",$273.30,-$10.69,$56.30,$131.20,$84.05,$159.30,$88.74,35.94%,7.54%,0.05%,0.02%,0.05%,$34.10,$28.10,$287.60,"$3,481.80",$59.00,$18.41,38.58%,3.94%,21.27%,17.54%,26.31%,1.70%,12.70%,76.76%
AboveNet Inc,ABVT,Internet,7370,NDQ,$65.04,0,10.9,"$1,563.80",37.6,"$1,601.40","$1,514.30",$87.10,$319.90,$355.60,36.97,17.00,$3.84,16.94,NA,5.50,4.89,14.65,9.98,6.45,4.97,4.73,4.26,NA,NA,NA,24.26%,0.71,NA,0.64,0.5583,$60.86,NA,0.00%,70.41%,14.88%,36.81%,13.22%,32.32%,234.8,$284.30,$525.60,-$72.00,-$8.04,$42.30,$103.40,$86.44,$151.70,$25.57,16.40%,-22.51%,5.44%,27.23%,16.57%,$117.20,$48.30,$90.50,$355.60,$92.00,$0.00,0.00%,75.80%,2.40%,2.35%,11.68%,0.00%,NA,75.52%
Abraxas Petrol,AXAS,Petroleum (Producing),1300,NDQ,$1.92,308089,49.5,$89.80,173.9,$263.70,$261.80,$1.90,$100.30,$51.20,NA,NA,NA,NA,NA,19.11,0.90,3.98,2.94,1.48,1.48,2.61,5.11,NA,NA,NA,126.36%,1.28,1.6,0.55,0.8136,$143.81,31.47%,NA,218.89%,-1114.89%,37.18%,-52.24%,65.50%,176.7,$4.70,$211.80,$15.30,-$7.49,-$52.40,$65.70,$65.70,$89.00,-$78.11,0.00%,15.25%,0.72%,1.89%,0.90%,$174.60,$23.30,$7.10,$51.20,-$66.40,$0.00,0.00%,75.68%,193.65%,65.95%,97.37%,0.00%,NA,11.07%
Abraxis BioScience,ABII,Drug,2834,NDQ,$40.55,35459,40.1,"$1,590.60",0,"$1,590.60","$1,284.20",$306.40,$345.30,$346.40,NA,NA,NA,NA,NA,1.71,4.61,NA,98.69,2.06,1.71,3.72,3.71,NA,NA,NA,3.31%,NA,0.5,0.50,NA,$30.35,NA,NA,NA,-29.78%,-0.09%,-80.16%,-0.17%,623.1,$929.50,"$1,438.60",$79.80,$0.25,-$276.80,-$0.59,-$0.59,$13.01,-$30.94,0.00%,23.11%,19.26%,88.73%,21.30%,$43.70,$13.60,$320.40,$346.40,-$265.90,$0.00,28.97%,11.59%,0.00%,0.00%,0.00%,0.00%,83.00%,15.52%
Abviva Inc,ABVV,Biotechnology,2830,NDQ,$0.09,5901,105.1,$0.30,3.4,$3.70,$3.70,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-$3.50,$1.70,-$1.80,NA,-$6.70,NA,NA,NA,NA,0.00%,NA,0.00%,NA,0.00%,$0.00,$1.80,$3.90,NA,-$6.40,$0.00,100.00%,0.00%,1133.33%,91.89%,NA,0.00%,NA,NA
Acacia Research Corp.,ACTG,Entertainment,7950,NDQ,$9.11,157626,30.9,$267.80,0,$267.80,$219.50,$48.30,$48.20,$58.70,NA,NA,NA,NA,NA,4.58,5.56,NA,NA,21.52,4.58,4.55,3.74,NA,NA,NA,-10.62%,1.2,1.5,0.64,0.5692,-$7.42,42.16%,NA,NA,-22.91%,-78.68%,-27.80%,-16.65%,10.2,$58.50,$73.10,-$5.60,-$1.22,-$13.40,-$8.03,-$8.03,-$1.83,-$0.61,0.00%,-11.62%,18.04%,100.21%,66.07%,$0.00,$6.20,$29.00,$58.70,-$10.40,$0.00,16.96%,0.27%,0.00%,0.00%,0.00%,0.00%,NA,58.11%
Acadia Pharmaceuticals Inc,ACAD,Drug,2834,NDQ,$1.32,1004852,37.2,$50.60,1.2,$51.80,-$8.30,$60.10,$1.60,$9.60,NA,NA,NA,NA,NA,0.95,31.63,NA,NA,NA,NA,-5.19,-0.86,NA,NA,NA,NA,2.27,1.85,0.80,1.2748,-$40.80,23.22%,NA,NA,-121.13%,NA,-4012.50%,-4146.85%,-5.9,$53.00,$64.70,-$8.00,-$40.00,-$64.20,-$66.35,-$66.35,-$65.35,-$25.55,0.00%,-500.00%,116.02%,3756.25%,92.89%,$0.20,$1.00,$14.40,$9.60,-$41.60,$0.00,0.00%,3.25%,2.37%,2.32%,2.21%,0.00%,NA,34.98%
Acadia Rlty Trust,AKR,R.E.I.T.,6720,NYS,$16.87,384232,0,$0.00,0,$0.00,$0.00,$0.00,NA,$140.60,NA,NA,$1.29,13.08,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,6.00%,NA,NA,1.36,1.1,0.35,0.3815,NA,46.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,$140.60,$30.50,$0.00,NA,NA,NA,NA,NA,NA,NA,97.74%
Acceler8 Technology Corp,AXK,Medical Services,8000,AMS,$0.84,10945,9.1,$7.10,0,$7.10,$6.20,$0.90,$1.30,$0.30,NA,NA,NA,NA,NA,1.82,5.46,NA,NA,2.07,1.82,4.77,20.67,NA,NA,NA,240.50%,1.07,0.8,0.71,0.7622,-$0.20,16.79%,NA,NA,-17.95%,-12.62%,-53.85%,-29.13%,3,$3.90,$5.20,$0.00,$0.00,-$0.70,-$0.38,-$0.38,-$0.08,-$0.18,0.00%,0.00%,12.68%,69.23%,17.31%,$0.10,$0.30,$1.60,$0.30,-$1.60,$0.00,61.54%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,11.34%
Accelrys Inc,ACCL,Healthcare Information,7375,NDQ,$5.73,106335,27.2,$156.30,0,$156.30,$94.80,$61.50,$81.00,$80.70,1563.00,120.23,NA,NA,NA,1.93,1.93,22.05,11.70,4.91,1.93,1.17,1.17,NA,NA,NA,-0.06%,0.97,1,0.35,0.3753,-$2.73,42.63%,0.00%,-158.63%,0.12%,8.91%,0.12%,5.31%,19.3,$80.80,$160.60,-$46.30,$0.17,$0.10,$4.30,$1.72,$8.10,$4.45,60.00%,-57.16%,39.35%,75.93%,38.29%,$0.90,$3.80,$64.70,$80.70,$1.30,$0.00,30.07%,1.93%,0.00%,0.00%,0.00%,0.00%,NA,73.61%
Accentia Biopharmaceuticals,ABPIQ,Drug,2834,NDQ,$0.30,99115,39.6,$15.30,52.2,$67.50,$65.90,$1.60,$18.30,$16.70,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,3.60,3.95,NA,NA,NA,-41.54%,3.07,1,0.76,1.4637,$1.18,10.93%,NA,NA,NA,NA,-271.58%,-199.45%,-14.5,-$65.10,$33.00,-$22.60,$1.98,-$49.70,-$36.50,-$36.50,-$34.90,-$37.68,0.00%,-123.50%,2.37%,8.74%,4.85%,$0.80,$1.60,$29.70,$16.70,-$62.50,$0.00,48.18%,5.45%,341.18%,77.33%,NA,0.00%,NA,0.09%
Accenture Plc,ACN,Computer Software/Svcs,3579,NYS,$41.50,4770459,712.9,"$29,420.30",1,"$29,421.30","$24,871.70","$4,549.60","$23,171.00","$22,448.10",16.85,16.43,NA,NA,2.41,10.19,1.27,7.32,6.39,NA,NA,1.07,1.11,18.00%,7.00%,6.00%,-6.11%,0.64,0.85,0.24,0.2216,-$201.75,61.37%,10.46%,-8.32%,60.49%,NA,7.54%,14.65%,-1662,"$2,886.60","$12,255.70","-$1,709.90",$53.35,"$1,746.00","$3,395.50","$2,426.25","$3,894.10","$2,628.01",28.55%,-7.38%,15.46%,19.63%,37.12%,$243.50,$498.60,"$3,944.20","$22,448.10","$1,790.90",$182.63,6.73%,5.72%,0.00%,0.00%,0.03%,0.62%,1.00%,65.88%
Acceptance Insurance Companies,AICIQ,Insurance (Prop/Cas.),6330,NDQ,$0.00,9408,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,NA
Access National Corp.,ANCX,Bank,6000,NDQ,$5.90,5699,10.2,$62.40,47.3,$109.70,$100.90,$8.80,NA,NA,13.28,7.01,$0.87,6.78,1.15,1.08,NA,2.90,2.90,1.05,1.04,NA,NA,NA,11.50%,NA,NA,0.4,0.6,0.29,0.3816,NA,25.16%,0.00%,NA,8.12%,23.01%,NA,NA,96.4,$57.90,$702.30,$0.00,NA,$4.70,$34.80,$22.18,$34.80,NA,36.27%,NA,8.02%,NA,1.25%,$0.00,$0.00,$14.10,NA,$8.90,$0.00,0.00%,0.00%,75.80%,43.12%,44.96%,0.00%,NA,10.30%
Access Pharmaceuticals Inc,ACCP,Drug,2834,NDQ,$3.29,32644,7,$36.60,5.5,$42.10,$39.40,$2.70,$0.30,$0.30,NA,NA,NA,NA,NA,NA,122.00,NA,NA,NA,NA,131.33,131.33,NA,NA,NA,161.04%,1.51,1.2,0.74,1.339,-$0.30,14.34%,NA,NA,NA,NA,-5733.33%,-5725.77%,-5.6,-$8.40,$4.30,-$4.00,$0.00,-$17.20,-$17.18,-$17.18,-$16.88,-$16.88,0.00%,-1333.33%,6.41%,900.00%,62.79%,$0.00,$0.30,$4.30,$0.30,-$17.20,$0.00,11.63%,2.33%,15.03%,13.06%,NA,0.00%,NA,0.25%
Access to Money Inc.,AEMI,Financial Svcs. (Div.),6100,NDQ,$0.42,0,21.5,$6.50,23.7,$30.20,$25.70,$4.50,$31.90,$44.70,NA,NA,NA,NA,NA,NA,0.20,8.03,3.57,1.61,1.47,0.81,0.57,NA,NA,NA,-24.17%,NA,NA,0.70,NA,-$5.61,NA,NA,-175.16%,NA,20.00%,-77.43%,10.03%,16,-$3.20,$32.70,-$4.00,-$1.61,-$24.70,$3.20,$3.20,$7.20,$8.81,0.00%,-12.54%,14.90%,14.11%,13.76%,$0.00,$4.00,$14.00,$44.70,-$27.90,$0.00,39.14%,8.56%,364.62%,78.48%,NA,0.00%,NA,NA
Access Worldwide Comm,AWWC,Computer Software/Svcs,3579,NDQ,$0.02,4516,31,$0.70,2.9,$3.60,$1.90,$1.70,$32.80,$32.80,NA,NA,NA,NA,NA,0.50,0.02,NA,1.71,0.73,0.84,0.06,0.06,NA,NA,NA,-33.75%,0.79,0.45,0.50,0.9949,$0.00,7.24%,NA,NA,-350.00%,-14.89%,-14.94%,-1.18%,2.6,$1.40,$11.50,$2.40,$0.00,-$4.90,-$0.39,-$0.39,$1.11,-$0.39,0.00%,7.32%,47.22%,5.18%,14.78%,$1.50,$1.50,$6.90,$32.80,-$4.90,$0.00,0.00%,33.04%,414.29%,80.56%,67.44%,0.00%,NA,0.16%
Accesspoint Corp /NV/,ASAP,Internet,7370,NDQ,$0.00,76864,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,NA
ACCO Brands,ABD,Office Equip/Supplies,3570,NYS,$7.28,355177,54.3,$414.20,708.7,"$1,122.90","$1,104.80",$18.10,"$1,578.20","$1,273.10",207.10,218.00,$0.35,20.80,5.18,NA,0.26,7.49,5.80,1.61,1.59,0.70,0.87,NA,40.00%,-4.50%,-18.96%,4.73,1.75,0.84,1.9409,-$47.11,14.43%,0.00%,-79.79%,NA,8.59%,0.13%,9.35%,687.2,-$3.40,"$1,282.20",$247.30,-$47.81,$2.00,$147.60,$59.04,$190.40,$106.15,60.00%,15.67%,1.61%,1.15%,1.41%,$43.50,$42.80,$379.00,"$1,273.10",$1.90,$0.00,22.57%,15.19%,171.10%,63.11%,NA,0.00%,2.10%,83.07%
Accuray Inc,ARAY,Medical Supplies,8060,NDQ,$5.61,302313,56.6,$339.30,0,$339.30,$237.80,$101.50,$233.60,$228.30,565.50,678.60,NA,NA,27.59,2.20,1.45,56.62,21.82,4.54,2.20,1.02,1.04,NA,20.50%,NA,6.98%,NA,1.2,0.38,NA,-$2.01,NA,0.00%,-52.30%,0.39%,7.35%,0.26%,1.80%,52.4,$153.90,$274.40,-$21.40,$0.49,$0.60,$4.20,$3.85,$10.90,$5.87,8.28%,-9.16%,29.91%,43.45%,36.99%,$4.20,$6.70,$117.70,$228.30,$0.50,$0.00,1.90%,5.50%,0.00%,0.00%,0.00%,0.00%,NA,42.91%
Accuride Corporation,AURDQ,Auto & Truck,3710,NDQ,$0.33,186262,35.9,$13.80,651.2,$665.00,$541.30,$123.70,$931.40,$632.80,NA,NA,NA,NA,NA,NA,0.01,11.67,5.86,1.19,1.15,0.58,0.86,NA,NA,NA,-7.81%,NA,2,0.69,NA,-$35.05,NA,NA,-75.55%,NA,10.23%,-35.25%,4.98%,453.7,-$73.80,$808.50,$58.50,-$18.75,-$328.30,$46.40,$46.40,$92.40,$81.45,0.00%,6.28%,18.60%,13.28%,15.30%,$29.70,$46.00,$55.20,$632.80,-$219.20,$0.00,27.83%,31.99%,4718.84%,97.92%,NA,0.00%,NA,0.28%
ACE Aviation Holdings Inc,ACEBF,Air Transport,4510,NDQ,$3.96,0,105.9,$545.60,4692,"$5,237.60","$2,098.60","$3,139.00","$10,826.00","$10,826.00",1.11,1.11,NA,NA,NA,0.18,0.05,0.80,0.66,0.45,0.67,0.19,0.19,NA,NA,NA,-1.93%,NA,NA,0.27,NA,"$2,051.00",NA,0.00%,78.34%,15.91%,56.26%,4.56%,24.18%,4653,"$3,100.00","$13,771.00","-$1,084.00",$0.00,$493.20,"$2,618.00","$2,618.00","$3,189.00",$567.00,0.00%,-10.01%,59.93%,29.00%,22.79%,"$2,622.00",$571.00,$266.00,"$10,826.00",$493.20,$0.00,4.70%,49.39%,859.97%,89.58%,60.22%,0.00%,NA,NA
ACE Limited,ACE,Insurance (Prop/Cas.),6330,NYS,$50.40,2359195,333.6,"$16,797.20",2806,"$19,603.20","$15,876.20","$3,727.00",NA,NA,6.54,7.24,$7.90,6.38,1.31,1.19,NA,NA,NA,1.20,1.16,NA,NA,33.50%,5.00%,NA,NA,0.71,0.85,0.29,0.2474,NA,54.97%,0.00%,NA,18.16%,NA,NA,NA,13216,"$14,137.00","$72,057.00",$0.00,NA,"$2,567.00",NA,NA,NA,NA,19.78%,NA,19.01%,NA,5.17%,$0.00,$0.00,"$13,080.00",NA,"$2,320.00",$0.00,0.00%,0.00%,16.71%,14.31%,16.56%,0.00%,1.00%,88.74%
Acergy SA,ACGY,Oilfield Svcs/Equip.,3533,NDQ,$15.61,337074,182.8,"$2,868.40",419.3,"$3,287.70","$2,714.70",$573.00,"$2,522.40","$2,154.80",8.86,10.64,NA,NA,NA,3.64,1.14,5.32,4.33,4.28,2.72,1.08,1.26,NA,NA,NA,-2.60%,2.09,1.8,0.57,0.5754,$228.62,50.05%,0.00%,66.88%,41.12%,53.91%,12.84%,20.23%,634,$787.70,"$2,471.10",-$345.30,$50.32,$323.90,$510.40,$341.82,$626.40,$113.20,33.03%,-13.69%,17.43%,22.72%,23.19%,$294.30,$116.00,$253.80,"$2,154.80",$269.70,$0.00,0.15%,36.73%,14.62%,12.75%,34.74%,0.00%,NA,10.05%
Aceto Corp.,ACET,Chemical (Diversified),2813,NDQ,$5.15,153546,24.5,$128.40,0,$128.40,$70.10,$58.30,$322.60,$299.40,14.93,25.18,$0.29,17.76,NA,0.91,0.40,5.08,4.46,0.84,0.91,0.22,0.23,2.00%,NA,NA,-10.62%,0.76,1,0.42,0.3668,-$6.08,43.62%,1.40%,-64.96%,6.07%,11.23%,2.67%,4.28%,83.3,$141.60,$205.50,$66.40,-$4.78,$8.60,$13.80,$9.35,$15.70,$15.43,32.23%,20.58%,45.40%,18.07%,28.37%,$0.60,$1.90,$43.70,$299.40,$5.10,$0.12,6.52%,2.04%,0.00%,0.00%,0.00%,0.09%,NA,70.59%
Achillion Pharm.,ACHN,Drug,2834,NDQ,$3.11,99551,26.4,$91.90,6.2,$98.10,$62.70,$35.40,NA,NA,NA,NA,NA,NA,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,0.35,0.69,0.9206,NA,6.08%,NA,NA,-112.80%,NA,NA,NA,-4.2,$25.00,$38.60,-$4.70,NA,-$28.20,NA,NA,NA,NA,0.00%,NA,36.09%,NA,91.71%,$0.10,$0.80,$6.50,NA,-$27.90,$0.00,0.00%,4.66%,6.75%,6.32%,19.87%,0.00%,NA,20.51%
ACI Worldwide,ACIW,Computer Software/Svcs,3579,NDQ,$17.15,234283,34.9,$603.50,75,$678.50,$565.50,$113.00,$417.70,$389.10,25.90,47.52,$0.78,21.99,3.05,2.82,1.44,7.35,5.72,3.22,2.35,1.35,1.45,NA,8.50%,8.50%,16.43%,0.16,0.95,0.23,0.3772,-$7.77,40.30%,0.00%,-25.25%,10.90%,17.50%,5.58%,18.41%,175.8,$213.80,$552.80,-$32.60,$2.23,$23.30,$76.90,$30.76,$98.90,$38.53,60.00%,-7.80%,16.65%,27.05%,20.44%,$12.00,$22.00,$192.60,$389.10,$12.70,$0.00,41.66%,3.51%,12.43%,11.05%,25.97%,0.00%,4.80%,90.80%
ACMAT Corp,ACMTA,Insurance (Prop/Cas.),6330,NDQ,$23.00,1102,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,0.75,0.22,0.3606,NA,33.28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,6.96%
ACME Communications Inc,ACME,Entertainment,7950,NDQ,$0.50,42014,16,$4.80,0.8,$5.60,$4.90,$0.70,$33.20,$27.80,NA,NA,NA,NA,NA,0.16,0.14,NA,2.55,0.16,0.18,0.15,0.18,NA,NA,NA,3.76%,1.4,0.8,0.60,0.7023,-$2.11,18.23%,NA,NA,-105.25%,-2.86%,-96.69%,-2.64%,30.6,$30.50,$61.40,-$2.40,$0.39,-$32.10,-$0.88,-$0.88,$1.92,$1.23,0.00%,-7.23%,12.50%,2.11%,1.14%,$0.30,$2.80,$15.80,$27.80,-$23.20,$0.00,61.56%,19.38%,16.67%,14.29%,2.56%,0.00%,NA,0.48%
Acme Packet Inc,APKT,Internet,7370,NDQ,$11.00,261403,54.7,$639.40,0,$639.40,$513.70,$125.70,$116.40,$130.80,55.12,51.15,$0.22,50.00,3.06,4.36,5.49,26.62,21.14,24.35,4.36,4.41,3.93,NA,18.00%,NA,13.72%,1.56,1.05,0.55,0.6584,$0.27,25.52%,0.00%,2.11%,7.90%,61.59%,9.97%,16.58%,21.1,$146.80,$174.00,$10.30,$1.27,$11.60,$19.30,$12.99,$24.30,$12.72,32.67%,8.85%,19.66%,107.99%,72.24%,$4.00,$5.00,$78.20,$130.80,$12.50,$0.00,0.00%,3.16%,0.00%,0.00%,0.00%,0.00%,NA,46.97%
Acme United Corp.,ACU,Household Products,2840,AMS,$9.20,6272,3.4,$29.30,11.7,$41.00,$35.80,$5.20,$68.70,$58.40,6.51,10.85,$0.67,13.73,NA,1.28,0.43,4.53,4.02,1.22,1.18,0.52,0.61,26.50%,NA,NA,12.84%,0.76,0.8,0.27,0.2717,-$3.99,47.11%,3.11%,-75.45%,19.65%,17.98%,6.55%,11.50%,29.4,$22.90,$45.40,$24.60,-$3.69,$4.50,$7.90,$5.29,$8.90,$9.27,33.09%,35.81%,12.68%,7.57%,11.45%,$0.70,$1.00,$20.80,$58.40,$2.70,$0.14,4.19%,5.07%,39.93%,28.54%,33.82%,0.48%,NA,26.64%
